"633808929800","https://www.cdw.com/shop/products/WASP-WLS8600-INDUST-BARCODE-SCAN-USB/4795156.aspx?pfm=srh","WASP WLS8600 INDUST BARCODE SCAN USB","Wasp Bar Code","4795156","Cordless laser scannerLightweight rugged enclosureReads common one-dimensional (1D) barcodes3-key keypad with graphic backlit displayIP64 water and particulate sealing ratingIncludes a 2-year manufacturer’s warranty covering material defects.","Call","$292.99","https://webobjects2.cdw.com/is/image/CDW/3301016?$product-main$","633808929800.jpg","4.5 in","8.1 in","10.4 oz","3 mil"
"1550-000-190","https://www.cdw.com/shop/products/PELICAN-PROJECTOR-CASE-BSTK/4842421.aspx?pfm=srh","PELICAN PROJECTOR CASE (BSTK)","Pelican","4842421","Casecopolymersilver","$203.99","$152.99","https://webobjects2.cdw.com/is/image/CDW/3132407?$product-main$","1550-000-190.jpg","17.2 in","8.5 in","null","20.7 in"
"9705B007","https://www.cdw.com/shop/products/CANON-IF-P-215II-MOBILE-SCANNER-BST/4844326.aspx?pfm=srh","CANON IF P-215II MOBILE SCANNER (BST","Canon","4844326","Document scannerDuplex8.5 in x 39.4 in600 dpi x 600 dpiup to 15 ppm (mono) / up to 10 ppm (color)ADF (20 sheets)up to 500 scans per day","$256.99","$209.99","https://webobjects2.cdw.com/is/image/CDW/3429162?$product-main$","9705B007.jpg","3.7 in","1.6 in","2.2 lbs","11 in"
"726911-B21","https://www.cdw.com/shop/products/HP-H241-SMART-HBA-BSTK/4847756.aspx?pfm=srh","HP H241 SMART HBA (BSTK)","Hewlett Packard Enterpris","4847756","Storage controller8 ChannelSATA 6Gb/s / SAS 12Gb/s low profile1.2 GBpsRAID 015","$234.99","$198.99","https://webobjects2.cdw.com/is/image/CDW/3465476?$product-main$","726911-B21.jpg","6.6 in","2.7 in","null","0.6 in"
"AS172-BK","https://www.cdw.com/shop/products/NEC-17in-AS172-BK-LED-ACCU-SYNC-BSTK/4838610.aspx?pfm=srh","NEC 17"" AS172-BK LED ACCU-SYNC (BSTK","NEC","4838610","LED monitor17""1280 x 1024TN250 cd/m21000:15 ms","$149.99","$131.99","https://webobjects2.cdw.com/is/image/CDW/3251132?$product-main$","AS172-BK.jpg","8.1 in","14.7 in","7.3 lbs","14.7 in"
"E6B67A#BGJ","https://www.cdw.com/shop/products/HP-LASERJET-ENTERPRISE-M604N-BSTK/4848153.aspx?pfm=srh","HP LASERJET ENTERPRISE M604N (BSTK)","HP Inc","4848153","PrintermonochromelaserA4/Legal1200 x 1200 dpiup to 52 ppmcapacity: 600 sheets","Call","$636.99","https://webobjects2.cdw.com/is/image/CDW/3626619?$product-main$","E6B67A#BGJ.jpg","17.8 in","15.7 in","49.82 lbs","16.7 in"
"PA03656-B305","https://www.cdw.com/shop/products/FUJITSU-SCANSNAP-IX500-600DPI-SCAN/4841861.aspx?pfm=srh","FUJITSU SCANSNAP IX500 600DPI SCAN (","Fujitsu","4841861","Document scannerDuplex8.5 in x 34.0 in600 dpi x 600 dpiup to 25 ppm (mono) / up to 25 ppm (color)ADF (50 sheets)USB 3.0","$495.99","$402.99","https://webobjects2.cdw.com/is/image/CDW/4161494?$product-main$","PA03656-B305.jpg","6.3 in","6.6 in","6.61 lbs","11.5 in"
"K2Q82A","https://www.cdw.com/shop/products/HP-MSA-4TB-12G-SAS-7.2K-3.5IN-HDD-B/4773389.aspx?pfm=srh","HP MSA 4TB 12G SAS 7.2K 3.5IN HDD (B","Hewlett Packard Enterpris","4773389","Hard drive4 TBhot-swap3.5"" LFFSAS 12Gb/s7200 rpmfor Modular Smart Array 1040","$773.99","$259.99","https://webobjects2.cdw.com/is/image/CDW/3681176?$product-main$","K2Q82A.jpg","null","null","null","null"
"J9987A","https://www.cdw.com/shop/products/ARUBA-24P-1000BASE-T-V3-ZL2-MOD-BST/4771942.aspx?pfm=srh","ARUBA 24P 1000BASE-T V3 ZL2 MOD (BST","Aruba","4771942","Expansion moduleGigabit Ethernet x 24for Aruba 5406R zl25406R-44G-PoE+/2SFP+ v25406R-44G-PoE+/4SFP v25406R-8XGT/8SFP+ v2","$2,266.99","$752.99","https://webobjects2.cdw.com/is/image/CDW/4361376?$product-main$","J9987A.jpg","8.1 in","1.8 in","27.86 oz","10.3 in"
"659341-B21","https://www.cdw.com/shop/products/HP-GEN8-500GB-6GSATA-7.2K-3.5-NHP-HD/4750963.aspx?pfm=srh","HP GEN8 500GB 6GSATA 7.2K 3.5 NHP HD","Hewlett Packard Enterpris","4750963","Hard drive500 GBinternal3.5""SATA 6Gb/s7200 rpm","$189.99","$53.99","https://webobjects2.cdw.com/is/image/CDW/2637145?$product-main$","659341-B21.jpg","5.7 in","1 in","null",""
"ST2000NM0055","https://www.cdw.com/shop/products/SEAGATE-2TB-ENT-3.5-SATA-7.2K-HDD-B/4814616.aspx?pfm=srh","SEAGATE 2TB ENT 3.5 SATA 7.2K HDD (B","Seagate","4814616","Hard drive2 TBinternal3.5""SATA 6Gb/s7200 rpmbuffer: 128 MB","$152.99","$99.99","https://webobjects2.cdw.com/is/image/CDW/4498785?$product-main$","ST2000NM0055.jpg","5.8 in","1 in","21.51 oz","4 in"
